phase	ticket	state	branch	worktree	base_commit	candidate_commit	verifier	exit_code	evidence_digest	landing_commit	note
cpfr-086	CPFR-086	evidence-published	feat/cpfr-086-ls-certification	.worktrees/cpfr-086-ls-certification	56742c15cf62ea017526705e38b657d4122adcbc	530c645bcfee7ee76591cc44df1ef3b5fdfd00d0	evidence/crouzeix_conjecture/routes/lorist-schwenninger/receipt.json	0	sha256:f672bb002c9d7ebc516683d61ba87b2c1ff2bed891daac0e6781aeb50cc7a01b		tree=ee69e85f25e3845ea58b71b13e63c3c9e058b5fd;receipt_self_sha256=b2a82c49454f4c24a29e06f864305ca5b8afba656ae0d5e862651833649e7b3e;review_file_sha256=9f3fa1cffafc84b82e64c406cd843f43bbb4b1fc83197d69ed44c3f36d921d0a;review_self_sha256=b67fbd93714679422cd80c80d78e5b4b76ab03f11042187b74a6a5be4b34196d;validation=complete-local;python_tests=201;rust_tests=97
cpfr-086	CPFR-086	standards-approved	feat/cpfr-086-ls-certification	.worktrees/cpfr-086-ls-certification	56742c15cf62ea017526705e38b657d4122adcbc	530c645bcfee7ee76591cc44df1ef3b5fdfd00d0	TraeCode-independent-final-Standards-reviewer	0	sha256:9f3fa1cffafc84b82e64c406cd843f43bbb4b1fc83197d69ed44c3f36d921d0a		head=11d28201605da11972e13e85c5fa60a7399996c6;reviewer_model=GPT-5.5;reviewer_run_id=/root/cpfr086_final_standards;verdict=PASS;critical=0;important=0;validation=complete-local
cpfr-086	CPFR-086	release-verified	feat/cpfr-086-ls-certification	.worktrees/cpfr-086-ls-certification	56742c15cf62ea017526705e38b657d4122adcbc	530c645bcfee7ee76591cc44df1ef3b5fdfd00d0	CPFR-086-focused-release-gate	0	sha256:f672bb002c9d7ebc516683d61ba87b2c1ff2bed891daac0e6781aeb50cc7a01b		head=df8da81f9bbf38f88c0f20517c8af3099b271781;lean_jobs=3386;lean_scan_seconds=6;lean_cache_seconds=1;lean_seconds=6;lean_total_seconds=13;python_tests=739;python_skips=2;rust_tests=97;validation=complete-local;cache_snapshot=3b8e37fc7ec9e5d8496c56fd89fa58d62293b2bb7fd3ee37276683a08804ce2e
cpfr-086	CPFR-086	landed	feat/cpfr-086-ls-certification	.worktrees/cpfr-086-ls-certification	56742c15cf62ea017526705e38b657d4122adcbc	530c645bcfee7ee76591cc44df1ef3b5fdfd00d0	evidence/crouzeix_conjecture/routes/lorist-schwenninger/receipt.json	0	sha256:f672bb002c9d7ebc516683d61ba87b2c1ff2bed891daac0e6781aeb50cc7a01b	d1749570825afc277fd96ff6c79b532449afbd16	route_validation=complete-local;focused_release_gate=passed;post_execution_spec_review=PASS;post_execution_standards_review=PASS;critical=0;important=0;full_repository_gate=required-before-fast-forward
cpfr-087	CPFR-087	implementing	feat/cpfr-087-harp-certification	.worktrees/cpfr-087-harp-certification	629b8aa9d369fc98434384c08fccecba7b60ff38	629b8aa9d369fc98434384c08fccecba7b60ff38					fresh-worktree;preflight=ready;missing_artifacts=0;canonical-cache-linked
cpfr-087	CPFR-087	locally-verified	feat/cpfr-087-harp-certification	.worktrees/cpfr-087-harp-certification	629b8aa9d369fc98434384c08fccecba7b60ff38	909b7813cb7c7c164345b265fcca11691670edb4	CPFR-087-mapped-route-gate	0	sha256:8c336ba56f2b69fd9a59ab4381e2ac12eff608d89d1e9f7ff54a62fb83b0b476		tree=b9724fd0a3e84eb47c4f9b8cdcb5141f6abddf17;manifest_contract_sha256=281b2b58e0fad6c0f0fd586b0a0192e6fcca7a42433718f1eeb46143faa67e17;terminal_type_sha256=d2a15e37b9f4b0b2dca077aa6b55e71e5819eb7b81fc7aa7ae39f0b18a04c927;closure_sha256=d0901748dd51b8850603918f528b2da2feb7b3fe653c7f5be77423f40b5ab137;nodes=24;shared=35;ls_reuse=11;lean_jobs=3395;lean_total_seconds=25;python_tests=61;python_skips=2;rust_tests=39;validation=mapped-incomplete;cache_snapshot=e22fd9dbbb48edface954c43ee9c62e169c1a268b4997deda331c6bbc1625c36
cpfr-087	CPFR-087	spec-approved	feat/cpfr-087-harp-certification	.worktrees/cpfr-087-harp-certification	629b8aa9d369fc98434384c08fccecba7b60ff38	909b7813cb7c7c164345b265fcca11691670edb4	TraeCode-independent-Harp-mathematical-and-novelty-Spec-reviewer	0	sha256:281b2b58e0fad6c0f0fd586b0a0192e6fcca7a42433718f1eeb46143faa67e17		tree=b9724fd0a3e84eb47c4f9b8cdcb5141f6abddf17;reviewer_model=GPT-5;reviewer_run_id=/root/cpfr087_harp_math_review;verdict=PASS;critical=0;important=0;minor=0;nodes=24;ls_reuse=11
cpfr-087	CPFR-087	evidence-published	feat/cpfr-087-harp-certification	.worktrees/cpfr-087-harp-certification	629b8aa9d369fc98434384c08fccecba7b60ff38	909b7813cb7c7c164345b265fcca11691670edb4	proof-evidence-publish-route-and-review	0	sha256:5bc448e9a27968d6b73c7448fe72e41b52e2c1ec82d7b7ddf898dcf1aaa79883		tree=b9724fd0a3e84eb47c4f9b8cdcb5141f6abddf17;receipt_self_sha256=79d6c84da4482f70e8735dca83dde531bd3cd0a2890f68ecabda02a260052220;review_file_sha256=60e9bbc25979c8b2e4f38e0d03fa3fc68c8ff077949f94e81a024a56dd1957d6;review_self_sha256=1d115fbfbcca9122126ca2e18836079c355c36e29590c08260eaf20b1c1db118;validation=complete-local;python_tests=96;python_skips=2;rust_tests=100;cache_snapshot=e22fd9dbbb48edface954c43ee9c62e169c1a268b4997deda331c6bbc1625c36;publish_route_calls=1;publish_review_calls=1
cpfr-087	CPFR-087	standards-approved	feat/cpfr-087-harp-certification	.worktrees/cpfr-087-harp-certification	629b8aa9d369fc98434384c08fccecba7b60ff38	909b7813cb7c7c164345b265fcca11691670edb4	TraeCode-independent-final-Standards-reviewer	0	sha256:60e9bbc25979c8b2e4f38e0d03fa3fc68c8ff077949f94e81a024a56dd1957d6		head=c3b03a710cc970538b6c43207d6d60e220c6192f;reviewer_model=GPT-5;reviewer_run_id=/root/cpfr087_final_standards;verdict=PASS;critical=0;important=0;minor=0;validation=complete-local
cpfr-087	CPFR-087	release-verified	feat/cpfr-087-harp-certification	.worktrees/cpfr-087-harp-certification	629b8aa9d369fc98434384c08fccecba7b60ff38	909b7813cb7c7c164345b265fcca11691670edb4	CPFR-087-focused-release-gate	0	sha256:5bc448e9a27968d6b73c7448fe72e41b52e2c1ec82d7b7ddf898dcf1aaa79883		head=8b2fc8899664d7af71017354a3918293d71f30d3;verifier_run_id=/root/cpfr087_phase_gate_worker;policy_sha256=e2018846e0cb9015530f90519d0d156bf6e48d9a2e856e618d96bcd0bbeb8059;wrapper_sha256=8bc0fb731a130ee6b41ebfcf25fefe7c5fb0b829a5544dd12f0a965f46a51163;probe_sha256=6eaacc1a22764d57f684085460865645f55ae780fc11103689b948e2698d0a10;preflight=ready;python_tests=757;python_skips=3;rust_tests=100;lean_jobs=3395;lean_total_seconds=11;validation=complete-local;cache_snapshot=e22fd9dbbb48edface954c43ee9c62e169c1a268b4997deda331c6bbc1625c36;cache_records_before=134192;cache_records_after=134192;uv_python=3.12.10;cargo_fmt=passed;git_diff_check=passed;manifest_raw_sha256=4be259ffa3056d0baae71aacae975f19d11c341686c6da9c2257cfbfea5a96fe
cpfr-087	CPFR-087	landed	feat/cpfr-087-harp-certification	.worktrees/cpfr-087-harp-certification	629b8aa9d369fc98434384c08fccecba7b60ff38	909b7813cb7c7c164345b265fcca11691670edb4	evidence/crouzeix_conjecture/routes/harp/receipt.json	0	sha256:5bc448e9a27968d6b73c7448fe72e41b52e2c1ec82d7b7ddf898dcf1aaa79883	d9031068a883731cdab7b4eb80c744eda1912c07	route_validation=complete-local;focused_release_gate=passed;full_repository_gate=passed;payload_digest=bcb18600f1bf0936502caab31a20aca3244b75ad4b5c77421a0f3ca84b033256;master_fast_forward=d9031068a883731cdab7b4eb80c744eda1912c07;post_execution_spec_review=PASS;post_execution_standards_review=PASS;critical=0;important=0;closeout_full_gate=required-before-second-fast-forward
cpfr-088	CPFR-088	implementing	feat/cpfr-088-six-route-bundle	.worktrees/cpfr-088-six-route-bundle	5209c19fca4212c27695f258faeb63ab50861b53	5209c19fca4212c27695f258faeb63ab50861b53					preflight=ready;missing_artifacts=0;canonical-cache-linked;uv_python=3.12.10;publication=not-run
cpfr-088	CPFR-088	locally-verified	feat/cpfr-088-six-route-bundle	.worktrees/cpfr-088-six-route-bundle	5209c19fca4212c27695f258faeb63ab50861b53	c09a0dc2a9fb6db19e0073d87e333f8fe86d92e7	CPFR-088-focused-gate	0	sha256:efc8469255219938b958d687d4a62506df937918bd659df18e47eaeb85a71de7		python_tests=112;rust_tests=102;sources=477;snapshots=189;validation=required-and-valid;git_diff_check=passed
cpfr-088	CPFR-088	spec-approved	feat/cpfr-088-six-route-bundle	.worktrees/cpfr-088-six-route-bundle	5209c19fca4212c27695f258faeb63ab50861b53	c09a0dc2a9fb6db19e0073d87e333f8fe86d92e7	TraeCode-independent-final-Spec-reviewer	0	sha256:efc8469255219938b958d687d4a62506df937918bd659df18e47eaeb85a71de7		reviewer_model=GPT-5.4;reviewer_run_id=/root/cpfr088_final_spec_review;verdict=PASS;critical=0;important=0;minor=0
cpfr-088	CPFR-088	evidence-published	feat/cpfr-088-six-route-bundle	.worktrees/cpfr-088-six-route-bundle	5209c19fca4212c27695f258faeb63ab50861b53	c09a0dc2a9fb6db19e0073d87e333f8fe86d92e7	proof-evidence-publish-local	0	sha256:efc8469255219938b958d687d4a62506df937918bd659df18e47eaeb85a71de7		status=published-unreferenced;rows=6;files=22;aggregate_builds=1;axiom_audits=6;provider_audits=3;publish_calls=1
cpfr-088	CPFR-088	standards-approved	feat/cpfr-088-six-route-bundle	.worktrees/cpfr-088-six-route-bundle	5209c19fca4212c27695f258faeb63ab50861b53	c09a0dc2a9fb6db19e0073d87e333f8fe86d92e7	TraeCode-independent-final-Standards-reviewer	0	sha256:efc8469255219938b958d687d4a62506df937918bd659df18e47eaeb85a71de7		reviewer_model=GPT-5.4;reviewer_run_id=/root/cpfr088_final_standards_review;verdict=PASS;critical=0;important=0;minor=0;validation=required-and-valid
cpfr-088	CPFR-088	release-verified	feat/cpfr-088-six-route-bundle	.worktrees/cpfr-088-six-route-bundle	5209c19fca4212c27695f258faeb63ab50861b53	c09a0dc2a9fb6db19e0073d87e333f8fe86d92e7	CPFR-088-release-gate	0	sha256:efc8469255219938b958d687d4a62506df937918bd659df18e47eaeb85a71de7		head=c09a0dc2a9fb6db19e0073d87e333f8fe86d92e7;verifier_run_id=cpfr088-release-gate-20260826;policy_sha256=0b5900fccac668fac864c458457915213c8917f3b380467c60e3b78317e6b784;wrapper_sha256=3caba0175e6b626687cedc2f4d2642e00056916d8d30ef51eb396e768a4544fc;probe_sha256=32e36ba556ac41cd44a89bbab93755eec6fa26211b9e1424a1ad5791f7153997;preflight=ready;python_tests=773;python_skips=3;rust_tests=859;lean_jobs=8775;lean_total_seconds=12;validation=required-and-valid;cache_snapshot=30248fd543222ce8e53c1409aa06e8f4335f651c52160cf059dd6d63ffebe29f;cache_records_before=123454;cache_records_after=123454;uv_python=3.12.10;cargo_fmt=passed;git_diff_check=passed;manifest_raw_sha256=efc8469255219938b958d687d4a62506df937918bd659df18e47eaeb85a71de7
cpfr-088	CPFR-088	landed	feat/cpfr-088-six-route-bundle	.worktrees/cpfr-088-six-route-bundle	5209c19fca4212c27695f258faeb63ab50861b53	c09a0dc2a9fb6db19e0073d87e333f8fe86d92e7	evidence/crouzeix_conjecture/local_formalization/manifest.tsv	0	sha256:efc8469255219938b958d687d4a62506df937918bd659df18e47eaeb85a71de7	c09a0dc2a9fb6db19e0073d87e333f8fe86d92e7	bundle_validation=required-and-valid;focused_release_gate=passed;full_repository_gate=passed;payload_digest=33e3ea30ed22f82c8d5c09eb21721e3602953c23035c473b15753b140b20de85;master_fast_forward=c09a0dc2a9fb6db19e0073d87e333f8fe86d92e7;post_execution_spec_review=PASS;post_execution_standards_review=PASS;critical=0;important=0;closeout_full_gate=required-before-second-fast-forward
cpfr-089	CPFR-089	implementing	docs/cpfr-089-crouzeix-proof-status	.worktrees/cpfr-089-reader-reconciliation	0a5b855fa5a88fc18d45008fdea8c8143c834f72	0a5b855fa5a88fc18d45008fdea8c8143c834f72					run_id=cpfr089-reader-reconciliation-20260826;owner=bytedance;model=GPT-5.4-worker;scope=reader-evidence-reconciliation
cpfr-089	CPFR-089	locally-verified	docs/cpfr-089-crouzeix-proof-status	.worktrees/cpfr-089-reader-reconciliation	0a5b855fa5a88fc18d45008fdea8c8143c834f72	573d92909972f8171e5c35ae3179a1d0181982e9	CPFR-089-reader-gate	0	sha256:73210fea88a6c7d218dd2640ed381702770c047b75e2c8fc5fda83659c5ae126		packet_tests=3;atlas_tests=63;static_export_tests=1;sources=477;snapshots=189;generated_trio=consistent
cpfr-089	CPFR-089	spec-approved	docs/cpfr-089-crouzeix-proof-status	.worktrees/cpfr-089-reader-reconciliation	0a5b855fa5a88fc18d45008fdea8c8143c834f72	573d92909972f8171e5c35ae3179a1d0181982e9	TraeCode-independent-CPFR-089-Spec-reviewer	0	sha256:73210fea88a6c7d218dd2640ed381702770c047b75e2c8fc5fda83659c5ae126		reviewer_model=GPT-5.4;reviewer_run_id=/root/cpfr089_reader_spec;verdict=PASS;critical=0;important=0;minor=0
cpfr-089	CPFR-089	standards-approved	docs/cpfr-089-crouzeix-proof-status	.worktrees/cpfr-089-reader-reconciliation	0a5b855fa5a88fc18d45008fdea8c8143c834f72	573d92909972f8171e5c35ae3179a1d0181982e9	TraeCode-independent-CPFR-089-Standards-reviewer	0	sha256:73210fea88a6c7d218dd2640ed381702770c047b75e2c8fc5fda83659c5ae126		reviewer_model=GPT-5.4;reviewer_run_id=/root/cpfr089_reader_standards;verdict=PASS;critical=0;important=0;minor=0;generated_trio=consistent
cpfr-089	CPFR-089	release-verified	docs/cpfr-089-crouzeix-proof-status	.worktrees/cpfr-089-reader-reconciliation	0a5b855fa5a88fc18d45008fdea8c8143c834f72	573d92909972f8171e5c35ae3179a1d0181982e9	CPFR-089-release-gate	0	sha256:73210fea88a6c7d218dd2640ed381702770c047b75e2c8fc5fda83659c5ae126		head=573d92909972f8171e5c35ae3179a1d0181982e9;verifier_run_id=cpfr089-release-gate-20260826;policy_sha256=1cf6afd6251d4af7937df9e6421853ce4f2a4410d5d428558cf5e66ea7daa2f;wrapper_sha256=1927a297858f16e521ee2e90d07e6a336953e26f786ea9c465473b1b266e0790;probe_sha256=32e36ba556ac41cd44a89bbab93755eec6fa26211b9e1424a1ad5791f7153997;preflight=ready;python_tests=773;python_skips=3;rust_tests=859;lean_jobs=8775;lean_total_seconds=26;validation=reconciled;cache_snapshot=30248fd543222ce8e53c1409aa06e8f4335f651c52160cf059dd6d63ffebe29f;cache_records_before=123454;cache_records_after=123454;uv_python=3.12.10;cargo_fmt=passed;git_diff_check=passed;manifest_raw_sha256=73210fea88a6c7d218dd2640ed381702770c047b75e2c8fc5fda83659c5ae126
cpfr-089	CPFR-089	landed	docs/cpfr-089-crouzeix-proof-status	.worktrees/cpfr-089-reader-reconciliation	0a5b855fa5a88fc18d45008fdea8c8143c834f72	573d92909972f8171e5c35ae3179a1d0181982e9	atlas/dist/harp-atlas.receipt.json	0	sha256:73210fea88a6c7d218dd2640ed381702770c047b75e2c8fc5fda83659c5ae126	573d92909972f8171e5c35ae3179a1d0181982e9	reader_status=reconciled;generated_trio=consistent;full_repository_gate=passed;payload_digest=94c933573092a4a823a4a100ccac571e7efb4ecf9301f2f6d0ca7abafd47fdb1;master_fast_forward=573d92909972f8171e5c35ae3179a1d0181982e9;post_execution_spec_review=PASS;post_execution_standards_review=PASS;critical=0;important=0;closeout_full_gate=required-before-second-fast-forward
cpfr-090	CPFR-090	implementing	review/cpfr-090-three-route-finalization	.worktrees/cpfr-090-three-route-finalization	e08152dbf507dcc07261aa073973c8ea4a274ef2	e08152dbf507dcc07261aa073973c8ea4a274ef2					owner=bytedance;run_id=/root/cpfr090_receipt_impl_retry;model=GPT-5-based-TraeCode-worker;scope=three-route-finalization-metadata
cpfr-090	CPFR-090	locally-verified	review/cpfr-090-three-route-finalization	.worktrees/cpfr-090-three-route-finalization	e08152dbf507dcc07261aa073973c8ea4a274ef2	e08152dbf507dcc07261aa073973c8ea4a274ef2	CPFR-090-exact-release-gate	0	sha256:099b9346876af6acab84b48a44048b2b6180a08a8d92fdc415bfbd4d84921e5f		tree=d33097a5f4173b551fa023ded002e584dbc51963;elapsed_seconds=1015;routes=complete-local;python_tests=773;python_skips=3;rust_tests=859;lean_jobs=8775;repository_rows=521
cpfr-090	CPFR-090	spec-approved	review/cpfr-090-three-route-finalization	.worktrees/cpfr-090-three-route-finalization	e08152dbf507dcc07261aa073973c8ea4a274ef2	e08152dbf507dcc07261aa073973c8ea4a274ef2	/root/cpfr090_program_spec	0	sha256:f3fbf06e69717b8b15840e182bbc62c1c240b452177ddc2a751103bafc3a2280		verdict=PASS;critical=0;important=0;minor=0;reviewer_identity=TraeCode-independent-integrated-Crouzeix-Program-Spec-reviewer;reviewer_model=GPT-5.4;tree=d33097a5f4173b551fa023ded002e584dbc51963
cpfr-090	CPFR-090	standards-approved	review/cpfr-090-three-route-finalization	.worktrees/cpfr-090-three-route-finalization	e08152dbf507dcc07261aa073973c8ea4a274ef2	e08152dbf507dcc07261aa073973c8ea4a274ef2	/root/cpfr090_program_standards	0	sha256:f3fbf06e69717b8b15840e182bbc62c1c240b452177ddc2a751103bafc3a2280		verdict=PASS;critical=0;important=0;minor=0;reviewer_identity=TraeCode;reviewer_model=GPT-5-based-session;tree=d33097a5f4173b551fa023ded002e584dbc51963
cpfr-090	CPFR-090	release-verified	review/cpfr-090-three-route-finalization	.worktrees/cpfr-090-three-route-finalization	e08152dbf507dcc07261aa073973c8ea4a274ef2	e08152dbf507dcc07261aa073973c8ea4a274ef2	docs/workstream/crouzeix-proof-reproduction/program-verification-003.json	0	sha256:f3fbf06e69717b8b15840e182bbc62c1c240b452177ddc2a751103bafc3a2280		tree=d33097a5f4173b551fa023ded002e584dbc51963;outcome=passed;elapsed_seconds=1015;routes=complete-local;cache_unchanged=true;atlas_metadata=external-volatile-caveat;landing=pending
cpfr-090	CPFR-090	landed	review/cpfr-090-three-route-finalization	.worktrees/cpfr-090-three-route-finalization	e08152dbf507dcc07261aa073973c8ea4a274ef2	e08152dbf507dcc07261aa073973c8ea4a274ef2	docs/workstream/crouzeix-proof-reproduction/program-verification-003.json	0	sha256:f3fbf06e69717b8b15840e182bbc62c1c240b452177ddc2a751103bafc3a2280	98af685eabda905076879c15920f2fb7d526b632	program_gate=passed;final_gate=passed;final_gate_seconds=684.230117;payload_digest=e03a020ac7faeb8e8f241d4e24f1b0615ad0a0de64aa4ae691e33e0c5f0b5167;master_fast_forward=98af685eabda905076879c15920f2fb7d526b632;program_spec=PASS;program_standards=PASS;receipt_spec=PASS;receipt_standards=PASS;critical=0;important=0;kata_close=pending
